,partido,partido_num,candidato,nick,followers,fecha,post,post_clean,sentimiento,sentimiento_num,negative,neutral,positive,video,foto,repost,retweet,who,viewed,comments,comments vs viewed,shared,shared vs viewed,likes,likes vs viewed,votos,porcentaje,escaños,Num_words_POST,sentimiento_clean
535,vox,1,Rocío Monasterio, @monasterioR,339700,2023-05-26,"Todavía hay algunos que se creen que nos inventamos la situación que atraviesan familias españolas, que se quedan sin comedor en el colegio y sin otras ayudas… porque son sólo para inmigrantes!

La conversación con la pareja que cito más abajo fue real; y parte quedó grabada:","todavia hay algunos que se creen que nos inventamos la situacion que atraviesan familias espanolas, que se quedan sin comedor en el colegio y sin otras ayudas... porque son solo para inmigrantes!  la conversacion con la pareja que cito mas abajo fue real; y parte quedo grabada:",negative,0,0.94185466,0.039959878,0.01818543,True,False,False,True," @ivanedlm
",381300,324,0.0008497246262785,2881,0.0075557303960136,5504,0.0144348282192499,245215,0.0731,10,47,todavia creen inventamos situacion atraviesan familias espanolas quedan comedor colegio ayudas solo inmigrantes conversacion pareja cito mas abajo real parte quedo grabada
536,vox,1,Rocío Monasterio, @monasterioR,339700,2023-05-26,"🗣️ 
@monasterioR
 sobre las ayudas sociales:

❓ El que cumple con todo, ¿cuándo le dan alguna ayuda social? ¿cuándo gana?

#CuidaLoTuyo #VotaSeguro","sobre las ayudas sociales:   el que cumple con todo, ?cuando le dan alguna ayuda social? ?cuando gana?  #cuidalotuyo #votaseguro",negative,0,0.8226927,0.13355291,0.04375438,True,False,False,True," @madrid_vox
",3858,2,0.0005184033177812,43,0.0111456713322965,92,0.0238465526179367,245215,0.0731,10,19,ayudas sociales cumple dan alguna ayuda social gana cuidalotuyo votaseguro
537,vox,1,Rocío Monasterio, @monasterioR,339700,2023-05-26,"🗣️ 
@monasterioR
 en Fuenlabrada: 

✅ VOX viene a desmontar las redes clientelares del socialismo que solo trae miseria e inseguridad

✅ VOX viene a dar esperanza, a dar ilusión, a dar seguridad, a dar libertad, a premiar al currante

#VotaSeguro","en fuenlabrada:    vox viene a desmontar las redes clientelares del socialismo que solo trae miseria e inseguridad   vox viene a dar esperanza, a dar ilusion, a dar seguridad, a dar libertad, a premiar al currante  #votaseguro",negative,0,0.9393292,0.03590702,0.024763804,True,False,False,True," @madrid_vox
",4341,1,0.0002303616678184,52,0.0119788067265607,111,0.0255701451278507,245215,0.0731,10,36,fuenlabrada vox viene desmontar redes clientelares socialismo solo trae miseria inseguridad vox viene dar esperanza dar ilusion dar seguridad dar libertad premiar currante votaseguro
538,vox,1,Rocío Monasterio, @monasterioR,339700,2023-05-26,"🗣️ 
@monasterioR
 en Fuenlabrada: 

‼️La inseguridad no son 'sensaciones', es el deterioro de los barrios que sufren la doble condena:
1️⃣ Falta de dotaciones, de centros de salud, médicos..
2️⃣ Falta de Seguridad

📢 Sin seguridad no hay libertad

#CuidaLoTuyo #VotaSeguro","en fuenlabrada:   !!la inseguridad no son 'sensaciones', es el deterioro de los barrios que sufren la doble condena: 1 falta de dotaciones, de centros de salud, medicos.. 2 falta de seguridad   sin seguridad no hay libertad  #cuidalotuyo #votaseguro",negative,0,0.8872267,0.07583276,0.036940563,True,False,False,True," @madrid_vox
",15300,13,0.0008496732026143,230,0.015032679738562,406,0.0265359477124183,245215,0.0731,10,38,fuenlabrada inseguridad sensaciones deterioro barrios sufren doble condena 1 falta dotaciones centros salud medicos 2 falta seguridad seguridad libertad cuidalotuyo votaseguro
539,vox,1,Rocío Monasterio, @monasterioR,339700,2023-05-26,"""Todos los partidos menos VOX han comprado la Agenda 2030""

Verdades como puños de 
@monasterioR
 👏🏻👏🏻👏🏻","""todos los partidos menos vox han comprado la agenda 2030""  verdades como punos de",negative,0,0.9244011,0.048965212,0.026633719,True,False,False,True," @tomasrp3_
",3937,0,0.0,54,0.0137160274320548,114,0.0289560579121158,245215,0.0731,10,14,partidos menos vox comprado agenda 2030 verdades punos
540,vox,1,Rocío Monasterio, @monasterioR,339700,2023-05-26,"Infierno en Lavapiés.

Si esto sucede por la mañana, imagina qué no harán por las noches.

#VotaSeguro","infierno en lavapies.  si esto sucede por la manana, imagina que no haran por las noches.  #votaseguro",negative,0,0.9402256,0.032764863,0.027009593,True,False,False,True," @monasterioR
",123900,250,0.0020177562550443,1408,0.01136400322841,2428,0.0195964487489911,245215,0.0731,10,17,infierno lavapies si sucede manana imagina haran noches votaseguro
541,vox,1,Rocío Monasterio, @monasterioR,339700,2023-05-26,"Sus delirios ideológicos son la ruina de los trabajadores.

Con VOX se acabarán las prohibiciones.

#VotaSeguro",sus delirios ideologicos son la ruina de los trabajadores.  con vox se acabaran las prohibiciones.  #votaseguro,negative,0,0.9379309,0.03151931,0.030549832,True,False,False,True," @madrid_vox
",10300,23,0.0022330097087378,217,0.0210679611650485,411,0.0399029126213592,245215,0.0731,10,16,delirios ideologicos ruina trabajadores vox acabaran prohibiciones votaseguro
542,vox,1,Rocío Monasterio, @monasterioR,339700,2023-05-26,"¡Gracias, gracias a todos! 
#votaseguro","!gracias, gracias a todos!  #votaseguro",positive,2,0.004170083,0.0072866594,0.9885433,True,False,False,False,False,28200,100,0.0035460992907801,396,0.0140425531914893,1042,0.036950354609929,245215,0.0731,10,5,gracias gracias votaseguro
543,vox,1,Rocío Monasterio, @monasterioR,339700,2023-05-26,"¡El 28 de mayo el único #VotoSeguro para desterrar a la izquierda y sus políticas es el voto a VOX!

¡Contamos contigo!",!el 28 de mayo el unico #votoseguro para desterrar a la izquierda y sus politicas es el voto a vox!  !contamos contigo!,positive,2,0.303562,0.12085107,0.575587,True,False,False,True," @madrid_vox
",17800,28,0.0015730337078651,215,0.0120786516853932,409,0.0229775280898876,245215,0.0731,10,22,28 mayo unico votoseguro desterrar izquierda politicas voto vox contamos contigo
544,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-14,"Este martes, tenemos debate en Telemadrid y ya sabemos qué nos va a decir Ayuso. 

También sabemos qué le vamos a responder.","este martes, tenemos debate en telemadrid y ya sabemos que nos va a decir ayuso.   tambien sabemos que le vamos a responder.",negative,0,0.6490393,0.26400575,0.0869549,True,False,False,False,False,13600,298,0.0219117647058823,218,0.0160294117647058,352,0.0258823529411764,609718,0.1819,27,22,martes debate telemadrid sabemos va decir ayuso tambien sabemos vamos responder
545,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-14,"En Madrid, en pleno 2023, los sueños de nuestros sanitarios no pueden ser elegir entre Noruega o a Guadalajara. 

Os dejo mi entrevista en 
@redaccionmedica
 

https://redaccionmedica.com/autonomias/madrid/-la-falta-de-medicos-carga-a-enfermeria-con-competencias-que-no-tienen--7533","en madrid, en pleno 2023, los suenos de nuestros sanitarios no pueden ser elegir entre noruega o a guadalajara.   os dejo mi entrevista en      ",negative,0,0.7361465,0.21834768,0.045505766,True,False,False,False,False,17900,106,0.0059217877094972,291,0.0162569832402234,518,0.0289385474860335,609718,0.1819,27,24,madrid pleno 2023 suenos sanitarios pueden ser elegir noruega guadalajara dejo entrevista
546,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-15,"Si Ayuso tiene la valentía y el coraje que dice tener, que dé un paso adelante y le diga al señor Feijóo que se presenta ella a la presidencia del Gobierno de 🇪🇸

En #Madrid celebramos elecciones autonómicas, no generales.","si ayuso tiene la valentia y el coraje que dice tener, que de un paso adelante y le diga al senor feijoo que se presenta ella a la presidencia del gobierno de   en #madrid celebramos elecciones autonomicas, no generales.",negative,0,0.9213078,0.044788476,0.033903703,True,False,False,False,False,8168,163,0.0199559255631733,176,0.0215475024485798,304,0.0372184133202742,609718,0.1819,27,39,si ayuso valentia coraje dice tener paso adelante diga senor feijoo presenta presidencia gobierno madrid celebramos elecciones autonomicas generales
547,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-16,"Me presento a presidente porque sueño con un Madrid que vaya a mejor. 

Tenemos que subir el nivel.

#DebateTM",me presento a presidente porque sueno con un madrid que vaya a mejor.   tenemos que subir el nivel.  #debatetm,positive,2,0.08073087,0.07045326,0.84881586,True,False,False,False,False,31800,227,0.0071383647798742,398,0.0125157232704402,619,0.0194654088050314,609718,0.1819,27,19,presento presidente sueno madrid vaya mejor subir nivel debatetm
548,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-16,"El otro día se lo explicaba a Ana Rosa y no daba crédito...

En Madrid, desde que gobierna Ayuso, debemos 18.000 millones de euros más y no tenemos ninguna gran inversión nueva en la región.

#DebateTM","el otro dia se lo explicaba a ana rosa y no daba credito...  en madrid, desde que gobierna ayuso, debemos 18.000 millones de euros mas y no tenemos ninguna gran inversion nueva en la region.  #debatetm",negative,0,0.9399503,0.035910573,0.024139069,True,False,False,False,False,18100,68,0.003756906077348,299,0.0165193370165745,500,0.0276243093922651,609718,0.1819,27,36,dia explicaba ana rosa daba credito madrid gobierna ayuso debemos 18000 millones euros mas ninguna gran inversion nueva region debatetm
549,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-16,"🔴 Juan Lobato, en el debate a cinco de los candidatos de la Comunidad de Madrid: ""Hay que formar a 250.000 jóvenes en puestos de trabajo que ya existen en Madrid, y no somos capaces de cubrir""

""Dejamos fuera de la FP a 33.000 jóvenes cada año"" https://eldiario.es/politica/ultima-hora-actualidad-politica-directo_6_10207730.html","juan lobato, en el debate a cinco de los candidatos de la comunidad de madrid: ""hay que formar a 250.000 jovenes en puestos de trabajo que ya existen en madrid, y no somos capaces de cubrir""  ""dejamos fuera de la fp a 33.000 jovenes cada ano"" ",negative,0,0.8848227,0.08460233,0.03057495,True,False,True,False," @eldiarioes
",36500,41,0.0011232876712328,238,0.0065205479452054,376,0.0103013698630136,609718,0.1819,27,46,juan lobato debate cinco candidatos comunidad madrid formar 250000 jovenes puestos trabajo existen madrid capaces cubrir dejamos fp 33000 jovenes cada ano
550,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-16,"Ayuso ha prometido 15.000 viviendas en tres elecciones diferentes. Ha entregado cero.

Este es mi compromiso en Vivienda 👇🏼

#DebateTM",ayuso ha prometido 15.000 viviendas en tres elecciones diferentes. ha entregado cero.  este es mi compromiso en vivienda   #debatetm,negative,0,0.5196321,0.17572698,0.30464095,True,False,False,False,False,32700,173,0.0052905198776758,419,0.0128134556574923,624,0.0190825688073394,609718,0.1819,27,19,ayuso prometido 15000 viviendas tres elecciones diferentes entregado cero compromiso vivienda debatetm
551,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-16,"Ayuso nos plantea un Madrid de dos velocidades: la clase A y la clase B.

#DebateTM",ayuso nos plantea un madrid de dos velocidades: la clase a y la clase b.  #debatetm,negative,0,0.7176927,0.19060794,0.091699354,True,False,False,False,False,14400,60,0.0041666666666666,226,0.0156944444444444,366,0.0254166666666666,609718,0.1819,27,16,ayuso plantea madrid dos velocidades clase clase b debatetm
552,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-16,"Me ha dolido escuchar a Ayuso hablar de 'jóvenes con futuro'. Me ha dolido a mí y a las familias de 33.000 jóvenes que querían estudiar FP y no han podido.

#DebateTM",me ha dolido escuchar a ayuso hablar de 'jovenes con futuro'. me ha dolido a mi y a las familias de 33.000 jovenes que querian estudiar fp y no han podido.  #debatetm,negative,0,0.9320783,0.03658538,0.031336196,True,False,False,False,False,92100,177,0.0019218241042345,459,0.0049837133550488,791,0.0085884907709011,609718,0.1819,27,32,dolido escuchar ayuso hablar jovenes futuro dolido familias 33000 jovenes querian estudiar fp podido debatetm
553,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-16,"Yo quiero que haya un millón de madrileños en lista de espera... pero para hacerse análisis con los que prevenir enfermedades.

#DebateTM",yo quiero que haya un millon de madrilenos en lista de espera... pero para hacerse analisis con los que prevenir enfermedades.  #debatetm,negative,0,0.8150242,0.13297527,0.052000597,True,False,False,False,False,7265,16,0.0022023399862353,125,0.0172057811424638,210,0.0289057123193392,609718,0.1819,27,22,quiero millon madrilenos lista espera hacerse analisis prevenir enfermedades debatetm
554,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-16,"Le agradezco a Ayuso las dos reuniones al año que nos concede. 

Cuando yo sea presidente reuniré a todos los grupos todos los meses.",le agradezco a ayuso las dos reuniones al ano que nos concede.   cuando yo sea presidente reunire a todos los grupos todos los meses.,positive,2,0.043007467,0.043129835,0.9138627,True,False,False,False,False,5597,40,0.0071466857244952,108,0.0192960514561372,188,0.0335894229051277,609718,0.1819,27,24,agradezco ayuso dos reuniones ano concede presidente reunire grupos meses
555,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-17,"El PP tiene muchos pretendidos rivales, pero solo una alternativa real: el PSOE.

Somos el único partido con sensibilidad para escuchar a los madrileños y la solvencia necesaria para resolver sus problemas.

#DebateTM","el pp tiene muchos pretendidos rivales, pero solo una alternativa real: el psoe.  somos el unico partido con sensibilidad para escuchar a los madrilenos y la solvencia necesaria para resolver sus problemas.  #debatetm",negative,0,0.6312652,0.13143444,0.23730038,True,False,False,False,False,16400,63,0.0038414634146341,277,0.016890243902439,417,0.0254268292682926,609718,0.1819,27,33,pp pretendidos rivales solo alternativa real psoe unico partido sensibilidad escuchar madrilenos solvencia necesaria resolver problemas debatetm
556,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-17,"Vamos a ponernos a trabajar juntos para sacar a Madrid todo el potencial. 

Te pido el voto como voy a gobernar: con responsabilidad y respeto.

Cuento contigo. Vamos a por ello.

#DebateTM",vamos a ponernos a trabajar juntos para sacar a madrid todo el potencial.   te pido el voto como voy a gobernar: con responsabilidad y respeto.  cuento contigo. vamos a por ello.  #debatetm,positive,2,0.026723972,0.04410344,0.9291726,True,False,False,False,False,13400,107,0.0079850746268656,250,0.0186567164179104,403,0.0300746268656716,609718,0.1819,27,32,vamos ponernos trabajar juntos sacar madrid potencial pido voto voy gobernar responsabilidad respeto cuento contigo vamos ello debatetm
557,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-17,"Tenemos que subir el nivel. Madrid
no puede ser la región número 32 de Europa. 

Quien quiera presidir una región como la Comunidad de Madrid, que es un cañón, tiene que tener un mínimo de nivel y la región en la cabeza.","tenemos que subir el nivel. madrid no puede ser la region numero 32 de europa.   quien quiera presidir una region como la comunidad de madrid, que es un canon, tiene que tener un minimo de nivel y la region en la cabeza.",negative,0,0.7442202,0.13620108,0.119578764,True,False,False,False,False,14200,188,0.0132394366197183,234,0.0164788732394366,434,0.0305633802816901,609718,0.1819,27,42,subir nivel madrid puede ser region numero 32 europa quiera presidir region comunidad madrid canon tener minimo nivel region cabeza
558,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-17,"El #28M, en Madrid, se elige entre dos modelos.

✅ El que defienden el 
@PSOE
 y 
@juanlobato_es
 de vivienda, empleo, educación y sanidad.
❌ El que defienden Ayuso y Feijóo de la crispación, la corrupción, el ruido y los insultos.

#VotaPSOE
#MadridDaParaTodos","el #28m, en madrid, se elige entre dos modelos.   el que defienden el    y    de vivienda, empleo, educacion y sanidad.  el que defienden ayuso y feijoo de la crispacion, la corrupcion, el ruido y los insultos.  #votapsoe #madriddaparatodos",negative,0,0.8846478,0.07469103,0.040661238,True,False,False,True," @isabelrguez
",10800,176,0.0162962962962962,202,0.0187037037037037,322,0.0298148148148148,609718,0.1819,27,38,28m madrid elige dos modelos defienden vivienda empleo educacion sanidad defienden ayuso feijoo crispacion corrupcion ruido insultos votapsoe madriddaparatodos
559,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-18,"Lobato: “España derrotó a ETA hace 12 años. Los españoles no se merecen que el PP y Ayuso les falten así al respeto y a la inteligencia.”

Ya está bien.","lobato: ""espana derroto a eta hace 12 anos. los espanoles no se merecen que el pp y ayuso les falten asi al respeto y a la inteligencia.""  ya esta bien.",negative,0,0.94821227,0.030533245,0.021254515,True,False,False,True," @psoe_m
",23000,388,0.0168695652173913,405,0.0176086956521739,625,0.0271739130434782,609718,0.1819,27,30,lobato espana derroto eta hace 12 anos espanoles merecen pp ayuso falten asi respeto inteligencia bien
560,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-19,"🔴Minuto final debate servicios sociales 
@SoydemadridC
. 
""Los madrileños/as necesitamos un Gob. Regional que tienda una mano a las familias en dificultad para volver a empezar, sin importar si viven en Parla o en Pozuelo. Y que garantice cuidados dignos que merecen los mayores""","minuto final debate servicios sociales   .  ""los madrilenos/as necesitamos un gob. regional que tienda una mano a las familias en dificultad para volver a empezar, sin importar si viven en parla o en pozuelo. y que garantice cuidados dignos que merecen los mayores""",positive,2,0.33103907,0.22047709,0.4484838,True,False,False,True," @Lorenamp82
",3704,13,0.0035097192224622,77,0.0207883369330453,91,0.0245680345572354,609718,0.1819,27,43,minuto final debate servicios sociales madrilenosas necesitamos gob regional tienda mano familias dificultad volver empezar importar si viven parla pozuelo garantice cuidados dignos merecen mayores
561,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-19,"O hablamos de ETA, que acabó hace 12 años, o hablamos de los próximos 12 años de Madrid. 

Yo voy a hablar del futuro de Madrid. 
De la ciencia, la innovación y las oportunidades para todos.","o hablamos de eta, que acabo hace 12 anos, o hablamos de los proximos 12 anos de madrid.   yo voy a hablar del futuro de madrid.  de la ciencia, la innovacion y las oportunidades para todos.",negative,0,0.63894415,0.24566056,0.11539531,True,False,False,False,False,35400,627,0.0177118644067796,412,0.011638418079096,672,0.0189830508474576,609718,0.1819,27,36,hablamos eta acabo hace 12 anos hablamos proximos 12 anos madrid voy hablar futuro madrid ciencia innovacion oportunidades
562,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-19,"El principal problema en Madrid es la Sanidad. 

Y el principal reto de Madrid y mi prioridad, es la Educación. 

Más hablar del Madrid de los próximos 12 años. Y menos de algo que afortunadamente acabó hace 12 años.","el principal problema en madrid es la sanidad.   y el principal reto de madrid y mi prioridad, es la educacion.   mas hablar del madrid de los proximos 12 anos. y menos de algo que afortunadamente acabo hace 12 anos.",negative,0,0.765729,0.11632109,0.11794986,True,False,False,False,False,10100,207,0.0204950495049504,266,0.0263366336633663,482,0.0477227722772277,609718,0.1819,27,39,principal problema madrid sanidad principal reto madrid prioridad educacion mas hablar madrid proximos 12 anos menos afortunadamente acabo hace 12 anos
563,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-20,"Gracias por el reconocimiento, por tu respaldo y amistad, José Luis.

¡Vamos a por ello! Por una política que escucha, que respeta, que cumple, que une a Madrid.","gracias por el reconocimiento, por tu respaldo y amistad, jose luis.  !vamos a por ello! por una politica que escucha, que respeta, que cumple, que une a madrid.",positive,2,0.007194707,0.009870375,0.9829349,True,False,False,False,False,42500,427,0.0100470588235294,562,0.0132235294117647,1022,0.0240470588235294,609718,0.1819,27,28,gracias reconocimiento respaldo amistad jose luis vamos ello politica escucha respeta cumple une madrid
564,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-20,"El Madrid que queremos es real  y está ahí. Solo hay que explicarlo. 

La gente quiere certezas, no insultos.

🗞️Os dejo mi entrevista en 
@eldiarioes
: https://eldiario.es/madrid/juan-lobato-no-quiero-insultar-explicar-hay-modelo-real-madrid_1_10220205.html","el madrid que queremos es real  y esta ahi. solo hay que explicarlo.   la gente quiere certezas, no insultos.  os dejo mi entrevista en   : ",negative,0,0.69214886,0.18158615,0.12626505,True,False,True,False," @eldiarioes
",5830,72,0.0123499142367066,159,0.0272727272727272,260,0.0445969125214408,609718,0.1819,27,25,madrid queremos real ahi solo explicarlo gente quiere certezas insultos dejo entrevista
565,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-20,"¿Quien ha ido a Bilbao hoy?

Y, ¿quién ha ido a Madrid ciudad, Getafe y Colmenar de Oreja?

Y sobre todo, ¿para qué?","?quien ha ido a bilbao hoy?  y, ?quien ha ido a madrid ciudad, getafe y colmenar de oreja?  y sobre todo, ?para que?",negative,0,0.9183567,0.06719625,0.014447095,True,False,False,False,False,23400,196,0.0083760683760683,418,0.0178632478632478,656,0.028034188034188,609718,0.1819,27,23,ido bilbao hoy ido madrid ciudad getafe colmenar oreja
566,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-21,"Hago un llamamiento a la mayoría democrática madrileña para dar la cara por Madrid frente a la confrontación permanente y los eslóganes vacíos.

Propuestas concretas y coherencia. 

#MadridDaParaTodos",hago un llamamiento a la mayoria democratica madrilena para dar la cara por madrid frente a la confrontacion permanente y los esloganes vacios.  propuestas concretas y coherencia.   #madriddaparatodos,positive,2,0.3635584,0.16049773,0.47594383,True,False,False,False,False,19100,172,0.0090052356020942,435,0.0227748691099476,722,0.0378010471204188,609718,0.1819,27,28,hago llamamiento mayoria democratica madrilena dar cara madrid frente confrontacion permanente esloganes vacios propuestas concretas coherencia madriddaparatodos
567,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-21," - “Para salir en los medios tienes que hacer el número”. 

- “Pues merece la pena no hacerlo. Cada semana es una victoria”.

#MadridDaParaTodos 
#LobatoPresidente 
#VotaPSOE","- ""para salir en los medios tienes que hacer el numero"".   - ""pues merece la pena no hacerlo. cada semana es una victoria"".  #madriddaparatodos  #lobatopresidente  #votapsoe",negative,0,0.73937774,0.13284115,0.1277811,True,False,False,True," @psoe_m
",24100,69,0.002863070539419,249,0.0103319502074688,413,0.0171369294605809,609718,0.1819,27,26,salir medios hacer numero pues merece pena hacerlo cada semana victoria madriddaparatodos lobatopresidente votapsoe
568,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-21,"Mientras la señora 
@ayuso
 tomaba cañas en Madrid, otros recogíamos en brazos a compañeros socialistas desangrándose en las calles de Mondragón.

No voy a consentir que venga a darnos lecciones de 
lucha por la paz y la libertad.

¡YA BASTA!

#LoQueVotasImporta","mientras la senora    tomaba canas en madrid, otros recogiamos en brazos a companeros socialistas desangrandose en las calles de mondragon.  no voy a consentir que venga a darnos lecciones de  lucha por la paz y la libertad.  !ya basta!  #loquevotasimporta",negative,0,0.9423904,0.031171206,0.026438424,True,False,False,True," @enekoandueza
",108600,192,0.0017679558011049,651,0.0059944751381215,930,0.0085635359116022,609718,0.1819,27,40,mientras senora tomaba canas madrid recogiamos brazos companeros socialistas desangrandose calles mondragon voy consentir venga darnos lecciones lucha paz libertad basta loquevotasimporta
569,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-22,"Mi solidaridad y apoyo a 
@vinijr
.  

Condeno todo tipo de racismo y xenofobia, ocurra donde ocurra. Lo que pasó anoche merece todo el rechazo. 

Invito a los políticos de Madrid a que trabajemos juntos para frenarlo de una vez y por todas, en el deporte y donde sea necesario.","mi solidaridad y apoyo a   .    condeno todo tipo de racismo y xenofobia, ocurra donde ocurra. lo que paso anoche merece todo el rechazo.   invito a los politicos de madrid a que trabajemos juntos para frenarlo de una vez y por todas, en el deporte y donde sea necesario.",positive,2,0.196728,0.103348814,0.6999231,True,False,False,False,False,6237,40,0.006413339746673,128,0.0205226871893538,274,0.0439313772647106,609718,0.1819,27,49,solidaridad apoyo condeno tipo racismo xenofobia ocurra ocurra paso anoche merece rechazo invito politicos madrid trabajemos juntos frenarlo vez todas deporte necesario
570,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-22,"Hay mucho Madrid fuera de la M-30.

Tenemos productos de primera calidad y hay que facilitar su consumo.

Hoy hemos venido con el ministro 
@LuisPlanas
  a pedir la Denominación de Origen para el espárrago de la Vega.

El campo madrileño necesita apoyo para sacar todo su potencial.",hay mucho madrid fuera de la m-30.  tenemos productos de primera calidad y hay que facilitar su consumo.  hoy hemos venido con el ministro     a pedir la denominacion de origen para el esparrago de la vega.  el campo madrileno necesita apoyo para sacar todo su potencial.,negative,0,0.4760599,0.14773972,0.3762004,True,False,False,False,False,7471,66,0.0088341587471556,201,0.0269040289117922,335,0.0448400481863204,609718,0.1819,27,46,madrid m30 productos primera calidad facilitar consumo hoy venido ministro pedir denominacion origen esparrago vega campo madrileno necesita apoyo sacar potencial
571,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-23,"Lo he dicho siempre, y ayer lo repetí. Hay que dar la cara contra el racismo. 

El PSOE va a liderar esa lucha y animo a la sociedad y al resto de partidos a unirse. 

Necesitamos más respeto y más educación. Dentro y fuera de la política. Debemos dar ejemplo.","lo he dicho siempre, y ayer lo repeti. hay que dar la cara contra el racismo.   el psoe va a liderar esa lucha y animo a la sociedad y al resto de partidos a unirse.   necesitamos mas respeto y mas educacion. dentro y fuera de la politica. debemos dar ejemplo.",positive,2,0.3628489,0.19254538,0.4446057,True,False,False,False,False,11200,141,0.0125892857142857,299,0.0266964285714285,472,0.0421428571428571,609718,0.1819,27,50,dicho siempre ayer repeti dar cara racismo psoe va liderar lucha animo sociedad resto partidos unirse necesitamos mas respeto mas educacion dentro politica debemos dar ejemplo
572,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-23,"Mi prioridad para Madrid: educación y jóvenes. 

Presente y futuro.",mi prioridad para madrid: educacion y jovenes.   presente y futuro.,positive,2,0.0130641535,0.027458087,0.9594777,True,False,False,False,False,10700,120,0.011214953271028,245,0.0228971962616822,443,0.0414018691588785,609718,0.1819,27,10,prioridad madrid educacion jovenes presente futuro
573,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-24,"Sobre sushi, ligar en política y el tirón de orejas que me dio un buen amigo...

Os dejo esta original entrevista de 
@ipnova
 para 
@elespanolcom
.","sobre sushi, ligar en politica y el tiron de orejas que me dio un buen amigo...  os dejo esta original entrevista de    para   .",negative,0,0.4739242,0.32883617,0.19723967,True,False,True,False," @elespanolcom
",3686,16,0.0043407487791644,83,0.0225176342919153,126,0.0341833966359197,609718,0.1819,27,24,sushi ligar politica tiron orejas dio buen amigo dejo original entrevista
574,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-24,"Frente a una presidenta a la fuga, un presidente que se queda en Madrid para trabajar por los madrileños.","frente a una presidenta a la fuga, un presidente que se queda en madrid para trabajar por los madrilenos.",negative,0,0.889528,0.06834224,0.042129833,True,False,False,False,False,8070,110,0.01363073110285,230,0.0285006195786864,367,0.0454770755885997,609718,0.1819,27,19,frente presidenta fuga presidente queda madrid trabajar madrilenos
575,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-24,"En Madrid paga los mismos impuestos quien gana 50.000€ que quien gana 300.000€.

Así beneficia Ayuso a las grandes fortunas a costa de los servicios públicos de TODOS.

Mi propuesta fiscal es clara y concreta. Una mayor aportación de los que ganan mucho más. Para sanidad, educación y el futuro de los jóvenes.","en madrid paga los mismos impuestos quien gana 50.000EUR que quien gana 300.000EUR.  asi beneficia ayuso a las grandes fortunas a costa de los servicios publicos de todos.  mi propuesta fiscal es clara y concreta. una mayor aportacion de los que ganan mucho mas. para sanidad, educacion y el futuro de los jovenes.",positive,2,0.2830069,0.120481946,0.5965112,True,False,False,False,False,146300,518,0.0035406698564593,371,0.0025358851674641,483,0.0033014354066985,609718,0.1819,27,53,madrid paga mismos impuestos gana 50000eur gana 300000eur asi beneficia ayuso grandes fortunas costa servicios publicos propuesta fiscal clara concreta mayor aportacion ganan mas sanidad educacion futuro jovenes
